gene_id,heritability,Chromosome
ENSG00000070010,1e-06,22
ENSG00000070018,1e-06,12
ENSG00000070019,0.999999,12
ENSG00000070047,0.690202,11
ENSG00000070061,0.743808,9
ENSG00000070081,0.739255,11
ENSG00000070087,0.314121,3
ENSG00000070159,0.530626,9
ENSG00000070182,0.510982,14
ENSG00000070190,1e-06,4
ENSG00000070214,0.515741,9
ENSG00000070269,0.265992,14
ENSG00000070366,0.068598,17
ENSG00000070367,0.422917,14
ENSG00000070404,0.345967,19
ENSG00000070413,1e-06,22
ENSG00000070423,0.999999,19
ENSG00000070444,0.557992,17
ENSG00000070476,0.631124,3
ENSG00000070495,0.206409,17
ENSG00000070501,1e-06,8
ENSG00000070540,1e-06,17
ENSG00000070601,0.947408,9
ENSG00000070610,0.752071,9
ENSG00000070614,0.260333,5
ENSG00000070669,0.949441,7
ENSG00000070718,1e-06,8
ENSG00000070731,1e-06,17
ENSG00000070756,1e-06,8
ENSG00000070759,0.398152,1
ENSG00000070770,0.230669,16
ENSG00000070778,1e-06,14
ENSG00000070785,0.47478,1
ENSG00000070814,0.999999,5
ENSG00000070831,0.999999,1
ENSG00000070882,0.395595,7
ENSG00000070915,0.417325,16
ENSG00000070950,0.999999,3
ENSG00000070961,0.999999,12
ENSG00000071051,0.999999,2
ENSG00000071054,0.999999,2
ENSG00000071073,1e-06,2
ENSG00000071082,0.849215,2
ENSG00000071127,0.230183,4
ENSG00000071189,1e-06,7
ENSG00000071205,0.840957,4
ENSG00000071242,1e-06,6
ENSG00000071243,0.764967,7
ENSG00000071246,0.268711,14
ENSG00000071282,0.999999,3
ENSG00000071462,0.541697,7
ENSG00000071537,1e-06,14
ENSG00000071539,0.405236,5
ENSG00000071564,1e-06,19
ENSG00000071575,1e-06,2
ENSG00000071626,0.631084,19
ENSG00000071655,0.464552,19
ENSG00000071794,0.435136,3
ENSG00000071894,0.69152,8
ENSG00000071909,0.999999,2
ENSG00000071967,0.999999,2
ENSG00000071994,0.65886,6
ENSG00000072042,0.29339,14
ENSG00000072062,0.999999,19
ENSG00000072110,1e-06,14
ENSG00000072121,1e-06,14
ENSG00000072134,0.326996,17
ENSG00000072135,0.88178,2
ENSG00000072163,0.999999,2
ENSG00000072195,1e-06,2
ENSG00000072201,1e-06,4
ENSG00000072210,0.478783,17
ENSG00000072274,1e-06,3
ENSG00000072310,0.999999,17
ENSG00000072364,1e-06,5
ENSG00000072401,0.999999,10
ENSG00000072415,1e-06,14
ENSG00000072422,0.042195,10
ENSG00000072518,0.301889,11
ENSG00000072571,1e-06,5
ENSG00000072609,1e-06,12
ENSG00000072682,0.999999,5
ENSG00000072694,1e-06,1
ENSG00000072736,1e-06,16
ENSG00000072756,0.338324,3
ENSG00000072778,1e-06,17
ENSG00000072786,1e-06,5
ENSG00000072803,1e-06,5
ENSG00000072818,0.186754,17
ENSG00000072832,0.999999,4
ENSG00000072840,0.999999,4
ENSG00000072849,0.647231,17
ENSG00000072858,1e-06,3
ENSG00000072864,0.032242,16
ENSG00000072952,1e-06,11
ENSG00000072954,0.999999,19
ENSG00000072958,1e-06,19
ENSG00000073008,0.548223,19
ENSG00000073050,0.875257,19
ENSG00000073060,1e-06,12
ENSG00000073067,1e-06,7
ENSG00000073111,0.999999,3
ENSG00000073150,0.999999,22
ENSG00000073169,0.727846,22
ENSG00000073282,0.438818,3
ENSG00000073331,1e-06,4
ENSG00000073350,0.589154,17
ENSG00000073417,1e-06,15
ENSG00000073536,0.585886,17
ENSG00000073578,1e-06,5
ENSG00000073584,0.613388,17
ENSG00000073598,0.280123,17
ENSG00000073605,1e-06,17
ENSG00000073614,0.488313,12
ENSG00000073670,0.917437,17
ENSG00000073711,0.763203,3
ENSG00000073712,0.999999,14
ENSG00000073737,0.314067,2
ENSG00000073756,0.250375,1
ENSG00000073803,1e-06,3
ENSG00000073849,0.999999,3
ENSG00000073861,0.382664,17
ENSG00000073910,0.999999,13
ENSG00000073921,0.999999,11
ENSG00000073969,0.006551,17
ENSG00000074054,1e-06,2
ENSG00000074071,0.999999,16
ENSG00000074181,0.827326,19
ENSG00000074201,0.999999,11
ENSG00000074211,0.549122,4
ENSG00000074219,0.999999,19
ENSG00000074266,0.999999,11
ENSG00000074276,0.356996,5
ENSG00000074317,0.999999,5
ENSG00000074319,0.999999,11
ENSG00000074370,1e-06,17
ENSG00000074410,1e-06,15
ENSG00000074416,0.18642,3
ENSG00000074582,0.999999,2
ENSG00000074603,0.357139,15
ENSG00000074621,1e-06,15
ENSG00000074657,0.999999,18
ENSG00000074660,0.999999,17
ENSG00000074695,0.350561,18
ENSG00000074706,0.09821,6
ENSG00000074755,0.971704,17
ENSG00000074800,1e-06,1
ENSG00000074855,1e-06,19
ENSG00000074935,0.174082,6
ENSG00000074964,0.319658,1
ENSG00000074966,1e-06,4
ENSG00000075043,1e-06,20
ENSG00000075073,0.999999,10
ENSG00000075089,0.041346,12
ENSG00000075131,0.09067,15
ENSG00000075142,0.999999,7
ENSG00000075151,0.138987,1
ENSG00000075188,0.999999,12
ENSG00000075213,1e-06,7
ENSG00000075218,0.409152,22
ENSG00000075234,0.754226,22
ENSG00000075239,1e-06,11
ENSG00000075240,0.473477,22
ENSG00000075275,1e-06,22
ENSG00000075290,0.999999,10
ENSG00000075292,0.107186,2
ENSG00000075303,0.348551,7
ENSG00000075336,0.158393,18
ENSG00000075340,0.999999,2
ENSG00000075391,1e-06,1
ENSG00000075399,0.999999,16
ENSG00000075407,0.270764,10
ENSG00000075413,1e-06,14
ENSG00000075415,0.508332,12
ENSG00000075420,0.999999,3
ENSG00000075426,0.999999,2
ENSG00000075461,1e-06,17
ENSG00000075539,0.277382,4
ENSG00000075568,0.999999,2
ENSG00000075618,1e-06,7
ENSG00000075624,0.707611,7
ENSG00000075643,0.999999,18
ENSG00000075651,0.999999,3
ENSG00000075702,0.999999,19
ENSG00000075711,0.999999,3
ENSG00000075785,1e-06,3
ENSG00000075790,1e-06,7
ENSG00000075826,0.300666,10
ENSG00000075856,1e-06,12
ENSG00000075884,0.090027,2
ENSG00000075886,1e-06,2
ENSG00000075914,0.999999,3
ENSG00000075945,0.976376,1
ENSG00000075975,0.999999,3
ENSG00000076003,0.999999,2
ENSG00000076043,0.939132,11
ENSG00000076053,0.008015,11
ENSG00000076067,0.151363,12
ENSG00000076108,0.880785,12
ENSG00000076201,0.990309,3
ENSG00000076242,1e-06,3
ENSG00000076248,0.475088,12
ENSG00000076258,0.787626,1
ENSG00000076321,1e-06,1
ENSG00000076344,0.11826,16
ENSG00000076351,1e-06,17
ENSG00000076356,1e-06,1
ENSG00000076382,0.006032,17
ENSG00000076513,0.605289,12
ENSG00000076554,0.97903,8
ENSG00000076555,0.999999,12
ENSG00000076604,0.851645,17
ENSG00000076641,0.39061,8
ENSG00000076650,1e-06,19
ENSG00000076662,0.999999,19
ENSG00000076685,0.603959,10
ENSG00000076706,0.534527,11
ENSG00000076826,1e-06,19
ENSG00000076864,0.999999,1
ENSG00000076924,0.453042,19
ENSG00000076928,1e-06,19
ENSG00000076944,1e-06,19
ENSG00000076984,0.560908,19
ENSG00000077009,0.999999,19
ENSG00000077044,0.999999,2
ENSG00000077063,1e-06,7
ENSG00000077092,1e-06,3
ENSG00000077097,1e-06,3
ENSG00000077147,1e-06,10
ENSG00000077150,0.999999,10
ENSG00000077152,1e-06,1
ENSG00000077157,1e-06,1
ENSG00000077232,1e-06,2
ENSG00000077235,1e-06,16
ENSG00000077238,0.983542,16
ENSG00000077254,1e-06,1
ENSG00000077312,0.999999,19
ENSG00000077327,0.151333,10
ENSG00000077348,0.999999,19
ENSG00000077380,0.285673,2
ENSG00000077420,0.255956,10
ENSG00000077454,1e-06,7
ENSG00000077458,0.040421,11
ENSG00000077463,0.999999,19
ENSG00000077514,0.999999,11
ENSG00000077549,1e-06,1
ENSG00000077585,0.999999,1
ENSG00000077616,0.999999,11
ENSG00000077684,0.884311,4
ENSG00000077782,0.053583,8
ENSG00000077800,1e-06,7
ENSG00000077935,0.748456,22
ENSG00000077984,0.999999,20
ENSG00000078018,0.404877,2
ENSG00000078043,0.779595,18
ENSG00000078053,0.412767,7
ENSG00000078070,1e-06,3
ENSG00000078081,1e-06,3
ENSG00000078098,1e-06,2
ENSG00000078114,0.999999,10
ENSG00000078124,1e-06,11
ENSG00000078140,1e-06,4
ENSG00000078142,0.750103,18
ENSG00000078177,1e-06,4
ENSG00000078246,1e-06,12
ENSG00000078269,0.999999,6
ENSG00000078295,0.752593,5
ENSG00000078304,1e-06,14
ENSG00000078319,0.144306,7
ENSG00000078369,1e-06,1
ENSG00000078401,0.291335,6
ENSG00000078403,0.805566,10
ENSG00000078487,1e-06,7
ENSG00000078618,0.404266,1
ENSG00000078668,0.16439,8
ENSG00000078674,1e-06,8
ENSG00000078687,0.999999,17
ENSG00000078699,1e-06,20
ENSG00000078747,1e-06,20
ENSG00000078795,1e-06,5
ENSG00000078804,0.999999,20
ENSG00000078808,0.007,1
ENSG00000078814,0.999999,20
ENSG00000078900,0.694508,1
ENSG00000078902,0.999999,11
ENSG00000078967,0.999999,7
ENSG00000079101,0.763506,18
ENSG00000079112,0.999999,8
ENSG00000079134,0.646643,18
ENSG00000079150,0.352111,2
ENSG00000079156,0.832029,2
ENSG00000079215,1e-06,5
ENSG00000079246,1e-06,2
ENSG00000079257,0.160283,3
ENSG00000079263,0.999999,2
ENSG00000079277,1e-06,1
ENSG00000079308,1e-06,2
ENSG00000079313,0.999999,19
ENSG00000079332,0.542986,10
ENSG00000079335,0.499356,1
ENSG00000079337,0.133811,12
ENSG00000079385,0.962677,19
ENSG00000079387,0.999999,12
ENSG00000079432,0.175269,19
ENSG00000079435,0.999999,19
ENSG00000079459,0.999999,8
ENSG00000079462,0.999999,19
ENSG00000079616,0.999999,16
ENSG00000079691,0.767824,6
ENSG00000079739,0.486496,1
ENSG00000079785,1e-06,2
ENSG00000079805,1e-06,19
ENSG00000079819,0.080801,6
ENSG00000079931,1e-06,6
ENSG00000079950,0.848421,6
ENSG00000079974,0.414161,22
ENSG00000079999,0.845885,19
ENSG00000080007,0.999999,6
ENSG00000080189,0.999999,20
ENSG00000080200,0.679765,3
ENSG00000080298,1e-06,9
ENSG00000080345,1e-06,2
ENSG00000080371,0.713366,12
ENSG00000080493,0.999999,4
ENSG00000080503,0.999999,9
ENSG00000080546,0.061861,6
ENSG00000080573,0.619532,19
ENSG00000080603,1e-06,16
ENSG00000080618,0.116513,13
ENSG00000080644,0.722774,15
ENSG00000080709,0.511877,5
ENSG00000080802,1e-06,7
ENSG00000080815,1e-06,14
ENSG00000080819,0.138476,3
ENSG00000080822,0.897965,3
ENSG00000080823,1e-06,14
ENSG00000080824,0.234385,14
ENSG00000080839,0.999999,20
ENSG00000080845,0.462108,20
ENSG00000080854,0.999999,11
ENSG00000080947,1e-06,1
ENSG00000080986,1e-06,18
ENSG00000081014,0.999999,15
ENSG00000081019,0.383017,1
ENSG00000081026,0.370492,1
ENSG00000081052,0.999999,2
ENSG00000081059,0.963689,5
ENSG00000081087,0.512042,6
ENSG00000081148,0.265469,3
ENSG00000081154,1e-06,3
ENSG00000081177,1e-06,14
ENSG00000081181,0.34272,14
ENSG00000081189,1e-06,5
ENSG00000081237,1e-06,1
ENSG00000081307,0.702324,3
ENSG00000081320,0.999999,2
ENSG00000081377,1e-06,9
ENSG00000081386,0.999999,9
ENSG00000081479,1e-06,2
ENSG00000081665,1e-06,19
ENSG00000081692,1e-06,1
ENSG00000081721,0.162808,1
ENSG00000081760,0.999999,12
ENSG00000081791,1e-06,5
ENSG00000081803,0.47684,7
ENSG00000081853,0.041613,5
ENSG00000081870,1e-06,1
ENSG00000081913,0.999999,18
ENSG00000081923,0.999999,18
ENSG00000081985,0.366661,1
ENSG00000082014,0.679223,7
ENSG00000082068,0.999999,5
ENSG00000082074,0.999999,5
ENSG00000082126,0.124975,2
ENSG00000082146,0.999999,2
ENSG00000082153,0.639252,2
ENSG00000082196,1e-06,5
ENSG00000082212,0.42137,18
ENSG00000082213,0.573588,5
ENSG00000082258,1e-06,2
ENSG00000082269,1e-06,6
ENSG00000082397,0.334478,18
ENSG00000082512,1e-06,1
ENSG00000082515,0.918327,5
ENSG00000082516,0.672314,5
ENSG00000082641,0.999999,17
ENSG00000082684,1e-06,3
ENSG00000082701,0.226733,3
ENSG00000082781,0.510529,3
ENSG00000082805,0.144712,12
ENSG00000082898,0.935205,2
ENSG00000082996,0.693683,3
ENSG00000083093,0.999999,16
ENSG00000083097,0.573498,6
ENSG00000083099,1e-06,6
ENSG00000083123,1e-06,6
ENSG00000083168,0.999999,8
ENSG00000083223,0.216496,9
ENSG00000083290,0.740948,17
ENSG00000083312,1e-06,5
ENSG00000083444,0.999999,1
ENSG00000083454,0.928322,17
ENSG00000083457,0.123445,17
ENSG00000083520,1e-06,13
ENSG00000083535,1e-06,13
ENSG00000083544,0.999999,13
ENSG00000083635,0.209289,13
ENSG00000083642,0.999999,13
ENSG00000083720,1e-06,5
ENSG00000083799,0.872571,16
ENSG00000083807,1e-06,19
ENSG00000083812,1e-06,19
ENSG00000083814,1e-06,19
ENSG00000083817,0.381121,19
ENSG00000083828,0.794526,19
ENSG00000083838,1e-06,19
ENSG00000083844,1e-06,19
ENSG00000083845,0.999999,19
ENSG00000083857,0.999999,4
ENSG00000083896,1e-06,4
ENSG00000083937,1e-06,3
ENSG00000084070,0.999999,1
ENSG00000084072,1e-06,1
ENSG00000084073,0.653124,1
ENSG00000084090,0.999999,2
ENSG00000084092,0.196798,4
ENSG00000084093,0.548544,4
ENSG00000084110,0.397829,12
ENSG00000084112,0.667076,12
ENSG00000084207,0.999999,11
ENSG00000084234,0.999999,11
ENSG00000084463,0.999999,12
ENSG00000084623,1e-06,1
ENSG00000084636,0.000697,1
ENSG00000084652,1e-06,1
ENSG00000084676,0.320198,2
ENSG00000084693,0.244246,2
ENSG00000084710,0.999999,2
ENSG00000084731,0.999999,2
ENSG00000084733,0.350176,2
ENSG00000084754,1e-06,2
ENSG00000084764,0.999999,2
ENSG00000084774,0.999999,2
ENSG00000085063,0.999999,11
ENSG00000085117,1e-06,11
ENSG00000085231,0.636158,5
ENSG00000085274,0.440978,3
ENSG00000085377,0.057117,6
ENSG00000085382,1e-06,6
ENSG00000085415,0.273983,18
ENSG00000085433,1e-06,1
ENSG00000085449,0.40702,2
ENSG00000085465,0.999999,1
ENSG00000085491,0.999999,1
ENSG00000085511,1e-06,6
ENSG00000085514,0.999999,7
ENSG00000085552,1e-06,1
ENSG00000085563,0.963968,7
ENSG00000085644,1e-06,16
ENSG00000085662,1e-06,7
ENSG00000085719,1e-06,8
ENSG00000085721,1e-06,16
ENSG00000085733,0.999999,11
ENSG00000085741,0.999999,11
ENSG00000085760,0.249097,2
ENSG00000085788,0.151934,8
ENSG00000085831,0.463106,1
ENSG00000085832,1e-06,1
ENSG00000085840,0.999999,1
ENSG00000085871,0.322426,4
ENSG00000085872,0.97061,19
ENSG00000085978,1e-06,2
ENSG00000085982,1e-06,2
ENSG00000085998,0.006393,1
ENSG00000085999,0.325027,1
ENSG00000086015,0.999999,1
ENSG00000086061,0.999999,9
ENSG00000086062,0.999999,9
ENSG00000086065,0.576455,9
ENSG00000086102,0.790371,9
ENSG00000086189,0.184905,5
ENSG00000086200,0.46631,5
ENSG00000086232,1e-06,7
ENSG00000086288,0.999999,7
ENSG00000086289,1e-06,7
ENSG00000086300,0.916449,7
ENSG00000086475,0.999999,10
ENSG00000086504,0.5621,16
ENSG00000086544,0.62836,19
ENSG00000086548,0.999999,19
ENSG00000086570,0.999999,5
ENSG00000086589,0.162581,5
ENSG00000086598,1e-06,12
ENSG00000086666,0.999999,15
ENSG00000086730,0.429482,7
ENSG00000086827,0.123278,11
ENSG00000086848,0.678469,11
ENSG00000086967,0.999999,19
ENSG00000087008,1e-06,4
ENSG00000087053,0.22754,11
ENSG00000087074,0.999999,19
ENSG00000087076,0.999999,19
ENSG00000087077,0.309793,7
ENSG00000087086,0.999999,19
ENSG00000087087,0.381245,7
ENSG00000087088,1e-06,19
ENSG00000087095,0.876422,17
ENSG00000087111,1e-06,17
ENSG00000087152,0.999999,17
ENSG00000087157,1e-06,17
ENSG00000087191,0.490345,17
ENSG00000087206,0.099555,5
ENSG00000087237,0.448787,16
ENSG00000087250,0.999999,16
ENSG00000087258,0.999999,16
ENSG00000087263,1e-06,16
ENSG00000087266,0.616128,4
ENSG00000087269,0.569219,4
ENSG00000087274,0.800804,4
ENSG00000087299,1e-06,14
ENSG00000087301,1e-06,14
ENSG00000087302,0.622588,14
ENSG00000087303,1e-06,14
ENSG00000087338,0.178776,2
ENSG00000087365,0.575834,11
ENSG00000087448,0.999999,12
ENSG00000087460,0.731994,20
ENSG00000087470,0.610278,12
ENSG00000087494,0.999999,12
ENSG00000087495,0.851839,20
ENSG00000087502,0.202505,12
ENSG00000087586,0.999999,20
ENSG00000087589,1e-06,20
ENSG00000087884,0.999999,11
ENSG00000087903,0.999999,19
ENSG00000087995,0.665646,17
ENSG00000088035,0.936763,1
ENSG00000088053,1e-06,19
ENSG00000088179,1e-06,2
ENSG00000088205,1e-06,2
ENSG00000088247,0.408883,19
ENSG00000088256,0.692826,19
ENSG00000088280,0.905151,1
ENSG00000088298,1e-06,20
ENSG00000088305,1e-06,20
ENSG00000088325,0.266697,20
ENSG00000088356,0.116553,20
ENSG00000088367,0.774139,20
ENSG00000088387,0.999999,13
ENSG00000088448,0.999999,13
ENSG00000088451,1e-06,13
ENSG00000088538,1e-06,3
ENSG00000088543,1e-06,3
ENSG00000088682,0.999999,16
ENSG00000088726,0.915743,3
ENSG00000088727,1e-06,3
ENSG00000088766,1e-06,20
ENSG00000088808,1e-06,14
ENSG00000088812,0.387596,20
ENSG00000088826,0.926828,20
ENSG00000088832,1e-06,20
ENSG00000088833,1e-06,20
ENSG00000088836,0.179776,20
ENSG00000088876,1e-06,20
ENSG00000088881,0.176205,20
ENSG00000088882,0.999999,20
ENSG00000088888,0.422998,20
ENSG00000088930,1e-06,20
ENSG00000088970,0.748051,20
ENSG00000088986,1e-06,12
ENSG00000088992,0.999999,12
ENSG00000089006,0.62193,20
ENSG00000089009,1e-06,12
ENSG00000089012,1e-06,20
ENSG00000089022,1e-06,12
ENSG00000089041,1e-06,12
ENSG00000089048,0.707143,20
ENSG00000089050,0.999999,20
ENSG00000089053,0.204278,12
ENSG00000089057,0.469684,20
ENSG00000089060,1e-06,12
ENSG00000089063,0.999999,20
ENSG00000089091,0.086335,20
ENSG00000089094,1e-06,12
ENSG00000089123,1e-06,20
ENSG00000089127,0.766608,12
ENSG00000089157,1e-06,12
ENSG00000089159,0.999999,12
ENSG00000089163,1e-06,12
ENSG00000089177,0.999999,20
ENSG00000089195,0.999999,20
ENSG00000089199,1e-06,20
ENSG00000089220,0.999999,12
ENSG00000089234,1e-06,12
ENSG00000089248,0.606466,12
ENSG00000089250,0.985878,12
ENSG00000089280,0.172675,16
ENSG00000089327,0.999999,19
ENSG00000089335,1e-06,19
ENSG00000089351,1e-06,19
ENSG00000089486,0.999999,16
ENSG00000089505,0.999999,16
ENSG00000089558,0.807652,17
ENSG00000089597,0.665083,11
ENSG00000089639,0.050794,19
ENSG00000089685,0.999999,17
ENSG00000089692,0.79261,12
ENSG00000089693,1e-06,12
ENSG00000089723,0.646107,14
ENSG00000089737,1e-06,14
ENSG00000089775,0.999999,14
ENSG00000089847,1e-06,19
ENSG00000089876,0.999999,10
ENSG00000089902,1e-06,14
ENSG00000089916,0.127323,14
ENSG00000090013,0.860521,19
ENSG00000090020,1e-06,1
ENSG00000090054,1e-06,9
ENSG00000090060,1e-06,14
ENSG00000090061,0.146354,14
ENSG00000090097,0.518745,3
ENSG00000090104,0.999999,1
ENSG00000090238,0.999999,16
ENSG00000090263,1e-06,7
ENSG00000090266,1e-06,7
ENSG00000090273,0.999999,1
ENSG00000090316,1e-06,4
ENSG00000090339,0.883684,19
ENSG00000090372,0.999999,19
ENSG00000090376,0.09942,12
ENSG00000090432,0.268754,1
ENSG00000090447,0.999999,16
ENSG00000090470,1e-06,15
ENSG00000090487,1e-06,15
ENSG00000090520,1e-06,3
ENSG00000090554,0.999999,19
ENSG00000090565,1e-06,16
ENSG00000090581,0.999999,16
ENSG00000090612,1e-06,12
ENSG00000090615,0.732048,12
ENSG00000090621,0.101167,1
ENSG00000090659,0.999999,19
ENSG00000090661,0.614233,19
ENSG00000090674,1e-06,19
ENSG00000090686,0.407186,1
ENSG00000090857,0.276471,16
ENSG00000090861,0.719385,16
ENSG00000090863,1e-06,16
ENSG00000090905,0.362144,16
ENSG00000090924,1e-06,19
ENSG00000090932,1e-06,19
ENSG00000090971,0.638388,19
ENSG00000090975,1e-06,12
ENSG00000090989,1e-06,4
ENSG00000091009,1e-06,5
ENSG00000091010,1e-06,5
ENSG00000091039,0.999999,12
ENSG00000091073,1e-06,7
ENSG00000091106,1e-06,2
ENSG00000091127,0.999999,7
ENSG00000091129,0.999999,7
ENSG00000091136,1e-06,7
ENSG00000091137,0.262175,7
ENSG00000091140,1e-06,7
ENSG00000091157,0.999999,18
ENSG00000091164,0.999999,18
ENSG00000091262,1e-06,16
ENSG00000091317,0.517962,3
ENSG00000091409,0.450736,2
ENSG00000091428,1e-06,2
ENSG00000091483,1e-06,1
ENSG00000091490,0.999999,4
ENSG00000091513,0.999999,3
ENSG00000091527,0.999999,3
ENSG00000091536,0.999999,17
ENSG00000091542,0.999999,17
ENSG00000091592,0.999999,17
ENSG00000091622,0.432385,17
ENSG00000091640,0.999999,17
ENSG00000091651,0.652097,16
ENSG00000091656,0.483174,8
ENSG00000091732,0.301861,7
ENSG00000091831,0.759748,6
ENSG00000091844,0.999999,6
ENSG00000091879,0.401346,8
ENSG00000091947,1e-06,17
ENSG00000091972,0.999999,3
ENSG00000091986,1e-06,3
ENSG00000092009,0.590252,14
ENSG00000092010,0.999999,14
ENSG00000092020,0.999999,14
ENSG00000092036,0.999999,14
ENSG00000092051,1e-06,14
ENSG00000092054,0.741918,14
ENSG00000092094,0.430662,14
ENSG00000092096,1e-06,14
ENSG00000092098,0.999999,14
ENSG00000092108,0.079357,14
ENSG00000092140,1e-06,14
ENSG00000092148,0.134438,14
ENSG00000092199,0.315109,14
ENSG00000092200,1e-06,14
ENSG00000092201,1e-06,14
ENSG00000092203,0.999999,14
ENSG00000092208,0.178293,14
ENSG00000092295,0.00368,14
ENSG00000092330,0.304291,14
ENSG00000092345,0.999999,3
ENSG00000092421,1e-06,5
ENSG00000092439,0.999999,15
ENSG00000092445,1e-06,15
ENSG00000092470,0.191052,15
ENSG00000092529,1e-06,15
ENSG00000092531,0.999999,15
ENSG00000092607,0.999999,1
ENSG00000092621,0.815896,1
ENSG00000092758,0.547616,20
ENSG00000092820,1e-06,6
ENSG00000092841,0.239904,12
ENSG00000092847,0.960134,1
ENSG00000092850,0.586526,1
ENSG00000092853,0.999999,1
ENSG00000092871,0.919104,17
ENSG00000092929,0.211009,17
ENSG00000092931,0.999999,17
ENSG00000092964,0.999999,8
ENSG00000092969,1e-06,1
ENSG00000092978,0.720882,1
ENSG00000093000,0.074473,22
ENSG00000093009,0.999999,22
ENSG00000093010,0.241941,22
ENSG00000093072,0.999999,22
ENSG00000093134,1e-06,6
ENSG00000093144,0.789088,6
ENSG00000093167,0.999999,3
ENSG00000093183,1e-06,3
ENSG00000093217,0.999999,3
ENSG00000094804,0.92896,17
ENSG00000094880,1e-06,5
ENSG00000094914,0.032843,12
ENSG00000094916,1e-06,12
ENSG00000094975,0.882297,1
ENSG00000095002,1e-06,2
ENSG00000095015,0.999999,5
ENSG00000095059,1e-06,19
ENSG00000095066,1e-06,19
ENSG00000095139,0.867941,11
ENSG00000095203,0.999999,9
ENSG00000095209,0.303686,9
ENSG00000095261,1e-06,9
ENSG00000095303,0.697404,9
ENSG00000095319,0.426386,9
ENSG00000095321,0.999999,9
ENSG00000095370,0.600733,9
ENSG00000095380,0.631268,9
ENSG00000095383,0.537949,9
ENSG00000095397,1e-06,9
ENSG00000095464,1e-06,10
ENSG00000095485,0.513282,10
ENSG00000095539,1e-06,10
ENSG00000095564,0.91224,10
ENSG00000095574,0.999999,10
ENSG00000095585,0.861561,10
ENSG00000095587,0.999999,10
